종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
457700,KODEX 53-09 국고채액티브,9875,-25,-0.25,9837.49,9910,9910,9860,1016,10031830,9875000000,0,1000000,KAP 53-09 국고채 총수익 지수,96.13,0,0
459580,KODEX CD금리액티브(합성),1007335,95,0.01,1007334.55,1007335,1007335,1007330,1242319,1.25143E+12,9.04184E+11,0,897600,KAP 양도성예금증서(CD)금리지수(총수익지수),113.63,0.01,0.01
439860,KODEX ESG종합채권(A-이상)액티브,104040,20,0.02,104244.58,0,0,0,0,0,3.23981E+11,0,3114000,"KAP ESG 종합채권지수(A- 이상, 총수익)",117.84,0,0
368680,KODEX Fn K-뉴딜디지털플러스,9680,205,2.16,9715.99,9650,9750,9650,236,2286805,11616000000,0,1200000,FnGuide K-뉴딜 디지털 플러스 지수,2320.07,52.53,2.32
395170,KODEX Fn Top10동일가중,8425,125,1.51,8420.76,8305,8430,8305,5299,44395820,5.5268E+11,0,65600000,FnGuide TOP10 동일가중 지수,1322.19,19.7,1.51
337120,KODEX Fn멀티팩터,12460,115,0.93,12478.6,12470,12470,12460,2,24930,7476000000,0,600000,FnGuide 멀티팩터 지수,7831.89,87.91,1.14
325010,KODEX Fn성장,14850,240,1.64,14839.71,14720,14850,14720,264,3917625,57915000000,0,3900000,FnGuide 성장 지수(PR),4188.55,74.55,1.81
395160,KODEX Fn시스템반도체,9015,65,0.73,9018.43,8935,9085,8935,26301,237135065,24340500000,0,2700000,FnGuide 시스템반도체 지수,2075.8,9.66,0.47
395150,KODEX Fn웹툰&드라마,4255,-5,-0.12,4272.35,4260,4290,4250,24320,103826115,9361000000,0,2200000,FnGuide 웹툰&드라마 지수,644.78,2.73,0.43
266370,KODEX IT,18410,220,1.21,18469.42,18320,18525,18305,1951,35968195,42343000000,0,2300000,KRX 정보기술,1586.39,18.44,1.18
445290,KODEX K-로봇액티브,14080,50,0.36,14065.57,14070,14295,13980,221485,3119802205,97152000000,0,6900000,iSelect K-로봇테마 지수,1840.38,8.73,0.48
401470,KODEX K-메타버스액티브,8475,20,0.24,8499.64,8425,8520,8395,59178,500041065,1.91959E+11,0,22650000,FnGuide K-메타버스 지수,1188.54,-0.61,-0.05
385520,KODEX K-미래차액티브,10030,100,1.01,10046.46,9950,10035,9950,1694,16911445,25576500000,0,2550000,FnGuide K-미래차 지수,1906.71,18.72,0.99
385510,KODEX K-신재생에너지액티브,15565,230,1.5,15613.92,15335,15590,15300,22356,346670230,48251500000,0,3100000,FnGuide K-신재생에너지 플러스 지수,2070.68,30.44,1.49
373490,KODEX K-이노베이션액티브,11075,220,2.03,11094.55,10905,11075,10905,1733,18979225,6091250000,0,550000,FnGuide K-이노베이션 지수,1906.98,34.59,1.85
445150,KODEX K-친환경선박액티브,12440,-50,-0.4,12461.42,12560,12560,12330,82667,1026502425,40430000000,0,3250000,FnGuide K-친환경 선박 지수,1563.85,-6.11,-0.39
423160,KODEX KOFR금리액티브(합성),103845,5,0,103849.52,103845,103850,103845,122075,12677315090,3.58753E+12,0,34547000,KOFR 지수,1091.01,0.11,0.01
292190,KODEX KRX300,16195,140,0.87,16244.92,16080,16240,16080,2331,37670470,30770500000,0,1900000,KRX 300,1590.15,17.57,1.12
306950,KODEX KRX300레버리지,13970,300,2.19,14010.36,13705,13970,13705,124,1715830,13970000000,0,1000000,KRX 300,1590.13,17.55,1.12
404260,KODEX KRX기후변화솔루션,13320,285,2.19,13306.8,13035,13365,13035,3685,48890955,37296000000,0,2800000,KRX 기후변화 솔루션지수,2556.52,47.63,1.9
229720,KODEX KTOP30,18335,350,1.95,18320.96,17970,18335,17970,134,2440415,11001000000,0,600000,KTOP 30,9225.9,136.68,1.5
291890,KODEX MSCI EM선물(H),7900,-25,-0.32,7944.73,7870,7900,7870,508,3998050,4740000000,0,600000,iEdge Emerging Markets Futures Index(ER),1111.27,6.06,0.55
289040,KODEX MSCI KOREA ESG유니버설,10240,115,1.14,10230.43,10185,10240,10185,313,3190245,12288000000,0,1200000,MSCI Korea ESG Universal Capped Index,1426.98,13.86,0.98
156080,KODEX MSCI Korea,16420,130,0.8,16480.77,16365,16505,16365,483,7936755,9852000000,0,600000,MSCI Korea Index,805.82,10.83,1.36
278540,KODEX MSCI Korea TR,11660,165,1.44,11681.07,11655,11695,11640,122872,1434200905,6.1798E+11,0,53000000,MSCI Korea TR Index,1475.78,17.49,1.2
275280,KODEX MSCI모멘텀,12610,245,1.98,12580.16,12465,12645,12465,27,339545,7566000000,0,600000,MSCI Korea IMI Momentum Capped,4072.69,52.8,1.31
275290,KODEX MSCI밸류,10650,50,0.47,10686.41,10660,10660,10650,2,21310,6390000000,0,600000,MSCI Korea IMI Enhanced Value Capped,6221.32,51.59,0.84
275300,KODEX MSCI퀄리티,8225,50,0.61,8234.5,8235,8235,8225,2,16460,4935000000,0,600000,MSCI Korea IMI Quality Capped,4808.78,31.39,0.66
269420,KODEX S&P글로벌인프라(합성),14025,155,1.12,14006.51,13920,14045,13920,2573,35972570,25188900000,0,1796000,S&P Global Infrastructure Index,2643.03,0,0
433970,KODEX TDF2030액티브,10900,20,0.18,10895.88,10870,10910,10870,556,6051940,9810000000,0,900000,Samsung Korea Target Date 2030 Index (Price Return),1429.41,0,0
433980,KODEX TDF2040액티브,11175,-5,-0.04,11173.25,11180,11200,11155,201,2247355,5587500000,0,500000,Samsung Korea Target Date 2040 Index (Price Return),1560.16,0,0
434060,KODEX TDF2050액티브,11395,-10,-0.09,11383.05,11400,11430,11380,18996,216622345,19371500000,0,1700000,Samsung Korea Target Date 2050 Index (Price Return),1696.76,0,0
329650,KODEX TRF3070,11435,15,0.13,11443.63,11430,11450,11420,26854,306953560,1.50942E+11,0,13200000,FnGuide TRF 3070 지수,1481.2,-3.13,-0.21
329660,KODEX TRF5050,12875,0,0,12849.35,12875,12875,12835,6625,85069910,23175000000,0,1800000,FnGuide TRF 5050 지수,1687.69,-5.07,-0.3
329670,KODEX TRF7030,14335,25,0.17,14275.97,14300,14355,14265,14457,206813645,22936000000,0,1600000,FnGuide TRF 7030 지수,1905.89,-7.43,-0.39
352540,KODEX TSE일본리츠(H),12290,0,0,12331.76,12290,12290,12230,5807,71203505,7374000000,0,600000,Tokyo Stock Exchange REIT Index,1875.23,0.26,0.01
315930,KODEX Top5PlusTR,18520,120,0.65,18511.85,18400,18555,18400,1282,23745095,5.22264E+11,0,28200000,FnGuide TOP 5 Plus Total Return 지수,1876.2,7.98,0.43
261220,KODEX WTI원유선물(H),15070,190,1.28,15080.56,15050,15085,15045,134211,2021703535,71959250000,0,4775000,S&P GSCI Crude Oil Index ER,149.35,-0.24,-0.16
271050,KODEX WTI원유선물인버스(H),4410,-55,-1.23,4401.35,4410,4415,4400,395394,1742279535,51266250000,0,11625000,S&P GSCI Crude Oil Index ER,149.32,-0.27,-0.18
117700,KODEX 건설,3750,15,0.4,3766.45,3735,3785,3715,87475,329347660,29625000000,0,7900000,KRX 건설,762.23,5.21,0.69
300950,KODEX 게임산업,6910,15,0.22,6903.71,6910,6995,6830,60750,420323955,19348000000,0,2800000,FnGuide 게임 산업 지수,842.73,2.4,0.29
266390,KODEX 경기소비재,8565,25,0.29,8593.6,8540,8580,8510,912,7774145,5995500000,0,700000,KRX 경기소비재,981.16,4.68,0.48
279530,KODEX 고배당,8700,-30,-0.34,8709.95,8775,8775,8675,9292,80827855,26100000000,0,3000000,FnGuide 고배당 Plus 지수,13440.65,-26.16,-0.19
132030,KODEX 골드선물(H),12405,-20,-0.16,12408.28,12380,12420,12365,154551,1917423000,1.7367E+11,0,14000000,S&P GSCI Gold Index(TR),0,0,0
280940,KODEX 골드선물인버스(H),7040,15,0.21,7069.32,7055,7070,7040,2725,19234940,2816000000,0,400000,S&P GSCI GOLD Index Excess Return,134.63,0.3,0.22
138910,KODEX 구리선물(H),6785,-10,-0.15,6759.41,6900,6900,6695,23218,156276390,10856000000,0,1600000,S&P GSCI North American Copper Index(TR),0,0,0
439870,KODEX 국고채30년액티브,97140,50,0.05,96778.91,97135,97310,96955,18961,1842569760,1.48624E+11,0,1530000,KAP 국고채 30년 총수익 지수,85.14,0,0
114260,KODEX 국고채3년,57745,30,0.05,57717.01,57715,57790,57690,70538,4073556610,3.05356E+11,0,5288000,MKF 국고채지수(총수익),187.47,-0.1,-0.05
152380,KODEX 국채선물10년,63010,-125,-0.2,62971.65,63480,63480,62955,11693,737177990,1.25138E+11,0,1986000,10년국채선물지수,1172.47,-2.98,-0.25
176950,KODEX 국채선물10년인버스,54860,70,0.13,54929.5,54790,54880,54790,1254,68819340,6583200000,0,120000,10년국채선물지수,1172.47,-2.98,-0.25
292770,KODEX 국채선물3년인버스,53545,0,0,53561.48,0,0,0,0,0,6425400000,0,120000,국채선물지수,1217.19,-0.82,-0.07
276990,KODEX 글로벌로봇(합성),17145,-105,-0.61,17122.65,17225,17225,17110,5976,102497585,26746200000,0,1560000,ROBO Global Robotics & Automation UCITS Price Return Index,904.49,0,0
102960,KODEX 기계장비,7870,100,1.29,7896.88,7780,7910,7780,19484,153239705,15582600000,0,1980000,KRX 기계장비,850.52,10.9,1.3
352560,KODEX 다우존스미국리츠(H),11585,-15,-0.13,11547.3,11840,11840,11560,1050,12158230,15639750000,0,1350000,Dow Jones U.S. Real Estate PR Index,332.67,0,0
273140,KODEX 단기변동금리부채권액티브,107535,15,0.01,107528.4,107540,107540,107530,328790,35356431200,4.25839E+11,0,3960000,KAP 단기변동금리부은행채권지수,134.69,0,0
153130,KODEX 단기채권,106700,-5,0,106697.15,106705,106705,106695,44666,4765829720,7.98436E+11,0,7483000,KRW Cash 지수(총수익),159.84,0.01,0.01
214980,KODEX 단기채권PLUS,107390,25,0.02,107387.27,107375,107390,107375,42441,4557578895,1.34527E+12,0,12527000,KRW Cash PLUS 지수(총수익),154.37,0.01,0.01
122630,KODEX 레버리지,17060,360,2.16,17187.93,16770,17120,16740,13439811,2.28191E+11,1.78533E+12,0,104650000,코스피 200,341.61,3.66,1.08
321410,KODEX 멀티에셋하이인컴(H),9235,0,0,9251.28,0,0,0,0,0,4617500000,0,500000,Morningstar Multi-Asset High Income 10% Capped Index,984.58,0,0
244620,KODEX 모멘텀Plus,12770,80,0.63,12763.38,12770,12800,12765,161,2055385,8939000000,0,700000,FnGuide 모멘텀 Plus 지수,4152.19,9.62,0.23
428560,KODEX 미국ETF산업Top10 Indxx,11915,-60,-0.5,11906.15,11975,11975,11870,936,11152715,8936250000,0,750000,Indxx US ETF Industry Top10 Index(Price Return),2991.25,0,0
314250,KODEX 미국FANG플러스(H),28980,-135,-0.46,28853.74,28845,28980,28825,67041,1938985715,4.71794E+11,0,16280000,NYSE FANG+TM Index,4692.33,0,0
449180,KODEX 미국S&P500(H),10865,5,0.05,10846.87,10850,10865,10850,16551,179689840,24446250000,0,2250000,S&P 500,4499.38,0,0
379800,KODEX 미국S&P500TR,13340,15,0.11,13323.42,13335,13390,13325,104103,1390444200,5.70952E+11,0,42800000,S&P 500 Total Return Index,9676,0,0
453660,KODEX 미국S&P500경기소비재,12190,-100,-0.81,12264.22,12240,12275,12190,2840,34735795,29256000000,0,2400000,S&P Consumer Discretionary Select Sector Index(Price Return),1736.89,0,0
453650,KODEX 미국S&P500금융,11425,-20,-0.17,11458.48,11400,11465,11375,75453,863134440,10853750000,0,950000,S&P Financial Select Sector Index(Price Return),431.98,0,0
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),9195,-15,-0.16,9235.89,9230,9230,9170,5882,54076715,45055500000,0,4900000,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,122.78,0,0
200030,KODEX 미국S&P500산업재(합성),25025,-10,-0.04,24991.93,25000,25085,24930,1204,30101010,35009975000,0,1399000,S&P Select Sector Industrial Index,0,0,0
219480,KODEX 미국S&P500선물(H),21170,5,0.02,21188.63,21130,21170,21130,18312,387374610,1.45015E+11,0,6850000,S&P 500 Futures Total Return Index,672.11,672.11,0
218420,KODEX 미국S&P500에너지(합성),13380,10,0.07,13451.49,13405,13460,13380,15669,210269455,27883920000,0,2084000,S&P Select Sector Energy Index,919.18,0,0
463640,KODEX 미국S&P500유틸리티,9765,5,0.05,9869.54,9765,9850,9765,196,1916530,9765000000,0,1000000,S&P Utilities Select Sector Index(Price Return),650.35,0,0
463680,KODEX 미국S&P500테크놀로지,9785,-65,-0.66,9849.27,9500,9815,9500,84942,833282890,9785000000,0,1000000,S&P Technology Select Sector Index(Price Return),1715.11,0,0
463690,KODEX 미국S&P500통신서비스,10110,80,0.8,10162.33,10085,10160,10030,73,736480,10110000000,0,1000000,S&P Communication Services Select Sector Index(Price Return),354.89,0,0
453630,KODEX 미국S&P500필수소비재,10400,10,0.1,10485.49,10370,10455,10370,704,7332505,10400000000,0,1000000,S&P Consumer Staples Select Sector Index(Price Return),752.77,0,0
453640,KODEX 미국S&P500헬스케어,10820,155,1.45,10854.72,10665,10845,10665,9075,97916560,10279000000,0,950000,S&P Health Care Select Sector Index(Price Return),1362.92,0,0
185680,KODEX 미국S&P바이오(합성),22745,365,1.63,22658.82,22385,22770,22385,1943,44181585,11508970000,0,506000,S&P Biotechnology Select Industry Index,0,0,0
449190,KODEX 미국나스닥100(H),12475,-20,-0.16,12444.31,12450,12485,12440,42827,533928475,35553750000,0,2850000,NASDAQ 100,15273.05,0,0
379810,KODEX 미국나스닥100TR,13360,-10,-0.07,13327.27,13340,13410,13330,183466,2453758030,4.89644E+11,0,36650000,NASDAQ-100 Total Return Index,18227.67,0,0
409820,KODEX 미국나스닥100레버리지(합성 H),7240,-20,-0.28,7203.09,7205,7245,7195,214380,1549193205,1.68692E+11,0,23300000,NASDAQ 100,15273.05,0,0
304940,KODEX 미국나스닥100선물(H),18630,-35,-0.19,18585.64,18585,18645,18580,33947,631795240,1.34136E+11,0,7200000,NASDAQ 100,15273.05,0,0
409810,KODEX 미국나스닥100선물인버스(H),9960,0,0,9989.33,9985,9990,9955,198000,1973649940,20418000000,0,2050000,NASDAQ 100,15273.05,0,0
455030,KODEX 미국달러SOFR금리액티브(합성),10290,10,0.1,10311.47,10260,10320,10260,22180,228535425,2.66305E+11,0,25880000,Bloomberg SOFR Daily Total Return Index,109.13,0,0
261240,KODEX 미국달러선물,12080,0,0,12097.48,12085,12130,12075,145396,1760404235,1.09082E+11,0,9030000,미국달러선물지수,1396.05,0.11,0.01
261250,KODEX 미국달러선물레버리지,12675,-15,-0.12,12696.53,12715,12795,12665,31706,403741725,30800250000,0,2430000,미국달러선물지수,1396.05,0.11,0.01
261270,KODEX 미국달러선물인버스,8625,-5,-0.06,8648.05,8630,8640,8590,62442,537610395,34845000000,0,4040000,미국달러선물지수,1396.05,0.11,0.01
261260,KODEX 미국달러선물인버스2X,6705,-5,-0.07,6719.25,6700,6715,6650,950167,6343420770,60009750000,0,8950000,미국달러선물지수,1396.05,0.11,0.01
280930,KODEX 미국러셀2000(H),12280,10,0.08,12277.42,12255,12285,12240,1142,13993725,22718000000,0,1850000,FTSE Russell 2000 Index,1947.42,0,0
411420,KODEX 미국메타버스나스닥액티브,8270,-15,-0.18,8253.12,8280,8295,8255,17130,141738345,79805500000,0,9650000,Nasdaq CB Insights Metaverse US Index (Price Return),963.23,0,0
390390,KODEX 미국반도체MV,13890,-105,-0.75,13850.04,13900,13920,13780,24995,347240030,90285000000,0,6500000,MVIS US Listed Semiconductor 25 Index,4607.9,0,0
441640,KODEX 미국배당프리미엄액티브,10130,-45,-0.44,10182.77,10175,10180,10130,407524,4138259675,42039500000,0,4150000,S&P 500,4499.38,0,0
390400,KODEX 미국스마트모빌리티S&P,6685,-95,-1.4,6712.37,6705,6725,6640,9464,63055160,11364500000,0,1700000,S&P Kensho Smart Transportation,208.38,0,0
437080,KODEX 미국종합채권SRI액티브(H),96350,-90,-0.09,96455.13,96415,96505,96315,6599,635928720,75056650000,0,779000,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),118.46,0,0
308620,KODEX 미국채10년선물,11080,-40,-0.36,11074.62,11150,11150,11080,20705,230044085,33240000000,0,3000000,S&P 10-Year U.S. Treasury Note Futures KRW(ER),219.26,-0.06,-0.03
304660,KODEX 미국채울트라30년선물(H),8285,15,0.18,8278.69,8270,8305,8265,1127897,9343567975,2.7092E+11,0,32700000,S&P Ultra T-Bond Futures Index(ER),124.99,0.25,0.2
304670,KODEX 미국채울트라30년선물인버스(H),10775,0,0,10777.54,10760,10790,10745,863,9294840,7542500000,0,700000,S&P Ultra T-Bond Futures Index(ER),124.99,0.25,0.2
419420,KODEX 미국클린에너지나스닥,8750,55,0.63,8716.21,8740,8750,8700,1935,16879130,12250000000,0,1400000,Nasdaq Clean Edge Green Energy Index (Price Return),651.54,0,0
266360,KODEX 미디어&엔터테인먼트,13160,20,0.15,13159.85,13155,13245,13100,17647,232381430,28952000000,0,2200000,KRX 미디어&엔터테인먼트,2017.12,0.68,0.03
244580,KODEX 바이오,8425,405,5.05,8433.53,8060,8475,8050,3227146,27053840080,1.40192E+11,0,16640000,FnGuide 바이오 지수,2862.53,133.39,4.89
91160,KODEX 반도체,33305,105,0.32,33379.42,33145,33590,32900,389911,12948844915,4.99575E+11,0,15000000,KRX 반도체,3468.31,9.36,0.27
325020,KODEX 배당가치,12595,-10,-0.08,12606.83,12610,12615,12540,969,12196365,1.22172E+11,0,9700000,FnGuide SLV 배당가치 지수,1494.24,0.58,0.04
211900,KODEX 배당성장,13315,85,0.64,13344.77,13325,13330,13250,2612,34699225,16643750000,0,1250000,코스피 배당성장 50,3334.07,8.01,0.24
237370,KODEX 배당성장채권혼합,11865,-5,-0.04,11888.92,11885,11895,11855,2800,33254730,21357000000,0,1800000,배당성장채권혼합지수,1847.56,0.19,0.01
244670,KODEX 밸류Plus,8135,-5,-0.06,8161.17,8160,8160,8130,335,2725535,5694500000,0,700000,FnGuide 벨류 Plus 지수,1599.96,6.27,0.39
140700,KODEX 보험,7640,-115,-1.48,7674.64,7750,7750,7610,80757,618211890,13752000000,0,1800000,KRX 보험,1558.87,-16.31,-1.04
102780,KODEX 삼성그룹,9365,100,1.08,9378.32,9300,9385,9290,76348,714102770,1.15751E+12,0,123600000,삼성그룹,9393.06,95.56,1.03
213610,KODEX 삼성그룹밸류,9205,65,0.71,9226.32,9140,9225,9140,4817,44290415,2.47615E+11,0,26900000,WISE 삼성그룹 밸류 인덱스,9204.22,90.75,1
448330,KODEX 삼성전자채권혼합Wise,10635,75,0.71,10621.07,10685,10685,10585,411989,4378765340,23397000000,0,2200000,Wise 삼성전자채권혼합 지수,1550.16,9.65,0.63
251350,KODEX 선진국MSCI World,22685,-20,-0.09,22645.68,22720,22735,22620,36118,818501635,5.20621E+11,0,22950000,MSCI World,2989.86,1.76,0.06
437070,KODEX 아시아달러채권SRI플러스액티브,51010,260,0.51,50924.71,51055,51055,51010,12,612570,57743320000,0,1132000,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),102.15,0,0
446690,KODEX 아시아반도체공급망exChina액티브,12625,145,1.16,12634.75,12510,12710,12490,1160175,14676250680,23987500000,0,1900000,iSelect 아시아반도체 제조동맹 지수(시장가격),2923.2,17.31,0.6
117460,KODEX 에너지화학,19325,295,1.55,19386.86,18890,19560,18890,13900,269678115,13527500000,0,700000,KRX 에너지화학,3888.11,62.07,1.62
140710,KODEX 운송,4480,10,0.22,4473.06,4495,4495,4435,31729,141601685,13888000000,0,3100000,KRX 운송,899.21,-0.12,-0.01
456250,KODEX 유럽명품TOP10 STOXX,9220,-25,-0.27,9206,9210,9245,9185,5835,53795885,27660000000,0,3000000,STOXX Europe Luxury 10 Index(Price Return),3556.51,0,0
400570,KODEX 유럽탄소배출권선물ICE(H),13055,270,2.11,13003.5,13000,13055,12920,63402,823327765,36423450000,0,2790000,ICE EUA Carbon Futures Index(Excess Return),1510.95,0,0
144600,KODEX 은선물(H),4405,-45,-1.01,4409.35,4385,4415,4380,162527,714345305,72682500000,0,16500000,S&P GSCI Silver Index(TR),0,0,0
91170,KODEX 은행,6100,-75,-1.21,6101.26,6125,6160,6080,419050,2563328375,3.1903E+11,0,52300000,KRX 은행,617.09,-8.16,-1.31
453810,KODEX 인도Nifty50,10905,-40,-0.37,10889.43,10965,10985,10865,180914,1978008920,1.0905E+11,0,10000000,Nifty 50 Index,19570.85,0,0
453820,KODEX 인도Nifty50레버리지(합성),11620,-20,-0.17,11584.82,11675,11775,11620,5179,60645335,34860000000,0,3000000,Nifty 50 Index,19570.85,0,0
114800,KODEX 인버스,4495,-50,-1.1,4493.77,4535,4535,4480,16371878,73727388540,7.47519E+11,0,166300000,코스피 200 선물지수,1723.42,15.86,0.93
101280,KODEX 일본TOPIX100,17665,-60,-0.34,17612.04,17720,17720,17645,3058,54062505,46988900000,0,2660000,TOPIX100,1522.31,-9.84,-0.64
91180,KODEX 자동차,18265,205,1.14,18321.06,18015,18295,18005,146148,2652276190,6.9407E+11,0,38000000,KRX 자동차,1878.42,22.81,1.23
363570,KODEX 장기종합채권(AA-이상)액티브KAP,87530,210,0.24,87398.1,87600,87600,87530,10,875405,1.7366E+11,0,1984000,"KAP 한국장기종합채권지수(AA-이상, 총수익)",275.22,0,0
273130,KODEX 종합채권(AA-이상)액티브,104910,-250,-0.24,104989.5,105130,105130,104830,32829,3444840860,2.85114E+12,0,27177000,KAP 한국종합채권지수,243.54,0,0
102970,KODEX 증권,6085,-50,-0.81,6100.85,6135,6155,6055,78221,476413150,41073750000,0,6750000,KRX 증권,614.96,-5.06,-0.82
419430,KODEX 차이나2차전지MSCI(합성),7475,20,0.27,7546.37,7455,7485,7405,19548,145939620,62042500000,0,8300000,MSCI China all shares IMI Select Batteries Index(Price Return),1932.24,-2.92,-0.15
169950,KODEX 차이나A50,18805,-185,-0.97,19071.84,18960,19090,18800,4026,75974265,28207500000,0,1500000,FTSE China A50 Index,13174.53,-5.32,-0.04
283580,KODEX 차이나CSI300,11960,-65,-0.54,11996.34,11930,12045,11930,24999,299605125,92092000000,0,7700000,CSI 300 Index,0,-3979.73,-100
99140,KODEX 차이나H,16270,-20,-0.12,16272.96,16290,16330,16140,7844,127529575,41488500000,0,2550000,Hang Seng China H,6583.57,-4.18,-0.06
204450,KODEX 차이나H레버리지(H),1980,-20,-1,1987.76,1990,2015,1955,357031,707841895,59004000000,0,29800000,Hang Seng China H,6583.57,-4.18,-0.06
415340,KODEX 차이나과창판STAR50(합성),7220,0,0,7264.75,7330,7340,7220,647,4703890,31768000000,0,4400000,STAR 50 Index(Price Return),957.27,-8.26,-0.86
428510,KODEX 차이나메타버스액티브,10015,50,0.5,10011.4,10055,10090,10015,207,2078425,5007500000,0,500000,Bloomberg Greater China Media & Tech Index(Price Return),1439.18,-2.24,-0.16
256750,KODEX 차이나심천ChiNext(합성),9600,-20,-0.21,9608.14,9530,9650,9530,21464,206150965,33206400000,0,3459000,SZSE ChiNext Price Index,2228.84,-0.07,0
372330,KODEX 차이나항셍테크,6330,-75,-1.17,6337.9,6360,6400,6285,317491,2012314825,1.48439E+11,0,23450000,Hang Seng TECH Index,4350.95,-23.25,-0.53
117680,KODEX 철강,10000,-20,-0.2,10008.07,9960,10010,9885,95738,953414705,49000000000,0,4900000,KRX 철강,2031.94,-0.86,-0.04
279540,KODEX 최소변동성,10320,55,0.54,10365.77,10280,10350,10280,16,164940,6192000000,0,600000,KRX 최소변동성지수,6160.72,41.98,0.69
229200,KODEX 코스닥150,14665,335,2.34,14751,14285,14800,14255,8513673,1.24964E+11,4.76613E+11,0,32500000,코스닥 150,1474.57,32.89,2.28
233740,KODEX 코스닥150레버리지,13240,595,4.71,13397.86,12600,13480,12525,22793911,3.0053E+11,7.49384E+11,0,56600000,코스닥 150,1474.71,33.03,2.29
360150,KODEX 코스닥150롱코스피200숏선물,10915,115,1.06,10956.91,11340,11340,10750,197,2146380,8732000000,0,800000,코스닥150 롱 100% 코스피200 숏 100% 선물지수,1268.38,20.42,1.64
251340,KODEX 코스닥150선물인버스,3535,-95,-2.62,3537.14,3635,3650,3510,94117237,3.34901E+11,1.30335E+12,0,368700000,F-코스닥150 지수,1714.32,42.74,2.56
461450,KODEX 코스닥글로벌,10725,115,1.08,10819.73,10630,10745,10625,35460,379716745,53625000000,0,5000000,코스닥 글로벌 지수,1392.41,24.84,1.82
226490,KODEX 코스피,26535,335,1.28,26536.05,26205,26565,26205,33436,885042930,2.99846E+11,0,11300000,코스피,2605.15,31.17,1.21
237350,KODEX 코스피100,26445,225,0.86,26539.55,26275,26600,26275,2703,71598200,18511500000,0,700000,코스피 100,2575.83,27.88,1.09
359210,KODEX 코스피TR,12610,120,0.96,12651.72,12625,12630,12610,2066,26075560,39091000000,0,3100000,코스피 TR,3232.1,38.64,1.21
337140,KODEX 코스피대형주,12490,150,1.22,12521.34,12430,12520,12430,218,2723865,21233000000,0,1700000,코스피 대형주,2595.42,33.51,1.31
138920,KODEX 콩선물(H),14805,305,2.1,14758.72,14600,14805,14600,596,8748465,7402500000,0,500000,S&P GSCI Soybeans Index(TR),0,0,0
244660,KODEX 퀄리티Plus,8155,55,0.68,8165.22,8145,8165,8145,8,65265,4077500000,0,500000,FnGuide 퀄리티 Plus 지수,2008.64,12.71,0.64
375770,KODEX 탄소효율그린뉴딜,8660,100,1.17,8663.88,8600,8675,8600,530,4583815,27712000000,0,3200000,KRX/S&P 탄소효율 그린뉴딜지수,1452.53,19.13,1.33
459560,KODEX 테슬라밸류체인FactSet,10830,-40,-0.37,10929.32,10930,10930,10830,107760,1170644460,11371500000,0,1050000,FactSet TSLA Value Chain Index(PR),381.27,0.22,0.06
266410,KODEX 필수소비재,6410,-10,-0.16,6429.75,6420,6445,6385,20064,128947565,11538000000,0,1800000,KRX 필수소비재,1153.38,4.03,0.35
298770,KODEX 한국대만IT프리미어,19165,75,0.39,19212.81,19085,19215,19040,36111,692482175,78576500000,0,4100000,한국 대만 IT 프리미어지수,2750.02,15.11,0.55
450190,KODEX 한중반도체(합성),11730,-15,-0.13,11722.29,11730,11730,11730,25,293250,7038000000,0,600000,KRX CSI 한·중 반도체지수,2769.09,-2.6,-0.09
450180,KODEX 한중전기차(합성),11415,115,1.02,11441.48,11420,11445,11300,113,1278450,7990500000,0,700000,KRX CSI 한·중 전기차지수,4677,47.7,1.03
266420,KODEX 헬스케어,12400,510,4.29,12417.68,11930,12450,11930,1228466,15214177670,1.2276E+11,0,9900000,KRX 헬스케어,2843.57,122.7,4.51
364690,KODEX 혁신기술테마액티브,12340,125,1.02,12376.27,12270,12375,12255,4745,58436870,7404000000,0,600000,코스피,2605.07,31.09,1.21
69660,KOSEF 200,34295,380,1.12,34376.67,34025,34355,34025,145066,4971449315,4.38976E+11,0,12800000,코스피 200,341.62,3.67,1.09
294400,KOSEF 200TR,42520,485,1.15,42608.91,42280,42620,42280,11147,473844610,5.93154E+11,0,13950000,코스피 200 TR,427.6,4.58,1.08
253250,KOSEF 200선물레버리지,15470,310,2.04,15494.54,15235,15545,15235,2931,45243430,7889700000,0,510000,코스피 200 선물지수,1723.42,15.86,0.93
253240,KOSEF 200선물인버스,5815,-60,-1.02,5814.28,5865,5865,5805,21393,124309950,3663450000,0,630000,코스피 200 선물지수,1723.42,15.86,0.93
253230,KOSEF 200선물인버스2X,2510,-55,-2.14,2507.1,2555,2560,2495,60948,153264085,8458700000,0,3370000,코스피 200 선물지수,1723.42,15.86,0.93
460280,KOSEF Fn유전자혁신기술,11115,880,8.6,11111.36,10400,11120,10390,16825,183957725,8336250000,0,750000,FnGuide 유전자혁신기술 지수(시장가격),963.22,71.55,8.02
